Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Racing Bulls 	Lindblad 	1.99 	20 	25
2 	Mercedes 	Antonelli 	2.08 	22 	18
3 	Racing Bulls 	Lawson 	2.14 	42 	15
4 	Aston Martin 	Stroll 	2.15 	8 	12
5 	Alpine 	Gasly 	2.22 	16 	10
6 	Red Bull 	Verstappen 	2.24 	14 	8
7 	Williams 	Sainz 	2.24 	18 	6
8 	Ferrari 	Leclerc 	2.32 	16 	4
9 	Audi 	Bortoleto 	2.33 	29 	2
10 	Ferrari 	Hamilton 	2.33 	30 	1
11 	Ferrari 	Leclerc 	2.38 	56 	0
12 	Mercedes 	Antonelli 	2.38 	53 	0
13 	Ferrari 	Leclerc 	2.38 	36 	0
14 	Audi 	Hulkenberg 	2.39 	19 	0
15 	Red Bull 	Verstappen 	2.44 	41 	0
16 	Aston Martin 	Alonso 	2.46 	34 	0
17 	Alpine 	Gasly 	2.46 	39 	0
18 	Aston Martin 	Alonso 	2.46 	55 	0
19 	Racing Bulls 	Lawson 	2.49 	21 	0
20 	Red Bull 	Hadjar 	2.50 	19 	0
21 	Ferrari 	Hamilton 	2.60 	13 	0
22 	McLaren 	Piastri 	2.60 	33 	0
23 	Mercedes 	Russell 	2.62 	54 	0
24 	Alpine 	Gasly 	2.67 	55 	0
25 	McLaren 	Piastri 	2.72 	16 	0
26 	Williams 	Albon 	2.81 	26 	0
27 	Williams 	Sainz 	2.82 	54 	0
28 	Haas 	Ocon 	2.84 	17 	0
29 	Mercedes 	Russell 	2.84 	27 	0
30 	Red Bull 	Hadjar 	2.89 	42 	0
31 	Ferrari 	Hamilton 	2.91 	56 	0
32 	Alpine 	Colapinto 	2.93 	37 	0
33 	Haas 	Bearman 	2.95 	42 	0
34 	McLaren 	Norris 	2.97 	56 	0
35 	Alpine 	Colapinto 	2.97 	15 	0
36 	Audi 	Hulkenberg 	3.03 	39 	0
37 	Haas 	Ocon 	3.04 	35 	0
38 	Haas 	Bearman 	3.17 	22 	0
39 	McLaren 	Norris 	3.28 	39 	0
40 	Cadillac 	Perez 	3.29 	21 	0
41 	McLaren 	Norris 	3.30 	17 	0
42 	Williams 	Albon 	3.79 	54 	0
43 	Cadillac 	Perez 	4.18 	46 	0
44 	Aston Martin 	Stroll 	4.67 	37 	0
45 	Williams 	Sainz 	9.35 	43 	0
