Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Hamilton 	2.00 	22 	25
2 	Ferrari 	Leclerc 	2.13 	17 	18
3 	Mercedes 	Antonelli 	2.40 	22 	15
4 	Audi 	Hulkenberg 	2.41 	23 	12
5 	Mercedes 	Russell 	2.43 	21 	10
6 	Williams 	Albon 	2.47 	45 	8
7 	McLaren 	Piastri 	2.49 	18 	6
8 	McLaren 	Norris 	2.59 	16 	4
9 	Audi 	Bortoleto 	2.67 	22 	2
10 	Aston Martin 	Stroll 	2.74 	24 	1
11 	Racing Bulls 	Lawson 	2.79 	22 	0
12 	Red Bull 	Hadjar 	2.80 	19 	0
13 	Williams 	Albon 	2.90 	22 	0
14 	Aston Martin 	Alonso 	2.95 	23 	0
15 	Alpine 	Colapinto 	3.00 	17 	0
16 	Williams 	Sainz 	3.34 	22 	0
17 	Red Bull 	Verstappen 	3.36 	22 	0
18 	Williams 	Albon 	3.38 	49 	0
19 	Haas 	Ocon 	3.46 	19 	0
20 	Alpine 	Gasly 	3.59 	22 	0
21 	Cadillac 	Bottas 	4.04 	19 	0
22 	Haas 	Bearman 	4.19 	16 	0
23 	Aston Martin 	Stroll 	4.26 	21 	0
24 	Aston Martin 	Alonso 	4.38 	21 	0
25 	Racing Bulls 	Lindblad 	4.78 	18 	0
26 	Cadillac 	Perez 	6.28 	21 	0
