Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Mercedes 	Russell 	2.17 	12 	25
2 	Ferrari 	Leclerc 	2.22 	25 	18
3 	Red Bull 	Verstappen 	2.24 	41 	15
4 	Ferrari 	Hamilton 	2.26 	28 	12
5 	Red Bull 	Verstappen 	2.40 	18 	0
6 	Racing Bulls 	Lindblad 	2.42 	18 	10
7 	Mercedes 	Antonelli 	2.49 	12 	8
8 	McLaren 	Norris 	2.52 	34 	6
9 	Racing Bulls 	Lawson 	2.59 	33 	4
10 	Williams 	Albon 	2.63 	33 	2
11 	Williams 	Albon 	2.74 	12 	0
12 	Haas 	Ocon 	2.88 	11 	1
13 	Audi 	Bortoleto 	2.88 	18 	0
14 	Alpine 	Colapinto 	2.92 	46 	0
15 	McLaren 	Norris 	2.98 	11 	0
16 	Alpine 	Gasly 	3.05 	11 	0
17 	Cadillac 	Perez 	3.11 	43 	0
18 	Racing Bulls 	Lawson 	3.26 	11 	0
19 	Haas 	Bearman 	3.26 	18 	0
20 	Williams 	Sainz 	4.14 	11 	0
21 	Cadillac 	Perez 	5.52 	18 	0
22 	Aston Martin 	Stroll 	5.71 	39 	0
23 	Audi 	Bortoleto 	6.08 	33 	0
24 	Williams 	Sainz 	8.07 	33 	0
25 	Aston Martin 	Alonso 	10.19 	11 	0
26 	Alpine 	Colapinto 	12.51 	9 	0
27 	Cadillac 	Bottas 	12.57 	12 	0
28 	Aston Martin 	Stroll 	16.51 	26 	0
29 	Aston Martin 	Stroll 	17.07 	11 	0
30 	Williams 	Sainz 	19.14 	45 	0
