Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Mercedes 	Russell 	2.18 	34 	25
2 	Mercedes 	Antonelli 	2.30 	35 	18
3 	Racing Bulls 	Lawson 	2.30 	47 	15
4 	McLaren 	Norris 	2.34 	48 	12
5 	Audi 	Bortoleto 	2.37 	26 	10
6 	Ferrari 	Leclerc 	2.39 	25 	8
7 	Ferrari 	Hamilton 	2.49 	48 	6
8 	Racing Bulls 	Lawson 	2.49 	28 	0
9 	Ferrari 	Leclerc 	2.49 	48 	0
10 	Red Bull 	Verstappen 	2.51 	17 	4
11 	Alpine 	Gasly 	2.54 	48 	2
12 	Audi 	Hulkenberg 	2.65 	34 	1
13 	Cadillac 	Perez 	2.77 	21 	0
14 	Alpine 	Colapinto 	2.78 	47 	0
15 	Red Bull 	Verstappen 	2.84 	38 	0
16 	Racing Bulls 	Lindblad 	2.85 	27 	0
17 	Audi 	Hulkenberg 	2.90 	17 	0
18 	Aston Martin 	Stroll 	2.90 	18 	0
19 	Aston Martin 	Alonso 	2.90 	20 	0
20 	Williams 	Sainz 	2.91 	20 	0
21 	Mercedes 	Russell 	2.91 	23 	0
22 	McLaren 	Piastri 	2.95 	47 	0
23 	Williams 	Sainz 	2.97 	48 	0
24 	McLaren 	Norris 	3.03 	28 	0
25 	Alpine 	Colapinto 	3.05 	22 	0
26 	Cadillac 	Perez 	3.06 	46 	0
27 	Cadillac 	Bottas 	3.13 	46 	0
28 	Haas 	Ocon 	3.18 	47 	0
29 	McLaren 	Piastri 	3.22 	36 	0
30 	Racing Bulls 	Lindblad 	3.24 	47 	0
31 	McLaren 	Norris 	3.48 	38 	0
32 	Audi 	Bortoleto 	3.50 	47 	0
33 	Red Bull 	Hadjar 	3.66 	47 	0
34 	Aston Martin 	Alonso 	3.66 	46 	0
35 	Red Bull 	Hadjar 	3.86 	19 	0
36 	Haas 	Bearman 	3.91 	29 	0
37 	Haas 	Bearman 	4.12 	47 	0
38 	Williams 	Albon 	4.80 	35 	0
39 	Cadillac 	Bottas 	5.05 	29 	0
40 	Williams 	Albon 	5.18 	40 	0
41 	Mercedes 	Antonelli 	7.33 	43 	0
42 	Alpine 	Gasly 	7.49 	23 	0
43 	Ferrari 	Hamilton 	8.80 	23 	0
44 	Red Bull 	Hadjar 	9.64 	38 	0
45 	Williams 	Albon 	13.05 	23 	0
46 	McLaren 	Piastri 	13.98 	2 	0
47 	Williams 	Albon 	14.69 	14 	0
48 	Mercedes 	Antonelli 	15.26 	41 	0
49 	Williams 	Albon 	15.98 	1 	0
50 	Haas 	Ocon 	16.60 	21 	0
51 	Aston Martin 	Stroll 	18.83 	46 	0
