Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Perez	2.2	10	25
2	Ferrari	Leclerc	2.48	10	18
3	Alpine	Alonso	2.48	10	15
4	Mercedes	Hamilton	2.49	10	12
5	Williams	Russell	2.5	9	10
6	McLaren	Norris	2.99	10	8
7	Alpine	Alonso	3.24	44	0
8	Mercedes	Bottas	3.49	10	6
9	Williams	Latifi	6.44	10	4
10	Aston Martin	Stroll	8.94	9	2
11	AlphaTauri	Tsunoda	9.78	23	1
12	Alfa Romeo	Raikkonen	16.09	26	0
