Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	McLaren	Ricciardo	2.4	22	25
2	Red Bull	Perez	2.49	26	18
3	Williams	Russell	2.56	26	15
4	Ferrari	Sainz	2.61	26	12
5	Alfa Romeo	Kubica	2.71	26	10
6	McLaren	Norris	2.73	24	8
7	Mercedes	Bottas	2.76	26	6
8	Ferrari	Leclerc	2.84	26	4
9	Williams	Latifi	2.98	23	2
10	Haas	Schumacher	3.1	23	1
11	Alpine	Alonso	3.15	25	0
12	Haas	Mazepin	3.3	24	0
13	Aston Martin	Stroll	3.37	25	0
14	Haas	Mazepin	3.41	28	0
15	Aston Martin	Vettel	3.73	22	0
16	Mercedes	Hamilton	4.22	25	0
17	Aston Martin	Vettel	4.48	26	0
18	Alfa Romeo	Giovinazzi	8.71	25	0
19	Alpine	Ocon	8.89	26	0
20	Haas	Mazepin	9.09	39	0
21	Red Bull	Verstappen	11.1	23	0
22	Alfa Romeo	Giovinazzi	11.48	1	0
