Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Ferrari	Leclerc	2.21	27	25
2	Mercedes	Hamilton	2.36	26	18
3	Mercedes	Hamilton	2.36	43	0
4	Red Bull	Verstappen	2.39	27	15
5	Red Bull	Perez	2.4	69	12
6	Ferrari	Sainz	2.41	53	10
7	Red Bull	Verstappen	2.42	40	0
8	Aston Martin	Vettel	2.46	55	8
9	Mercedes	Bottas	2.47	41	6
10	McLaren	Ricciardo	2.49	30	4
11	Williams	Latifi	2.51	39	2
12	Red Bull	Perez	2.51	42	0
13	Alfa Romeo	Raikkonen	2.53	52	1
14	Alfa Romeo	Giovinazzi	2.55	42	0
15	Williams	Latifi	2.57	13	0
16	Williams	Russell	2.58	6	0
17	Mercedes	Bottas	2.62	30	0
18	Ferrari	Leclerc	2.69	52	0
19	Haas	Mazepin	2.87	34	0
20	Ferrari	Sainz	2.88	26	0
21	Red Bull	Perez	2.89	28	0
22	Williams	Russell	2.89	41	0
23	AlphaTauri	Gasly	2.9	25	0
24	AlphaTauri	Gasly	2.96	51	0
25	Alfa Romeo	Raikkonen	3	28	0
26	Alfa Romeo	Giovinazzi	3.19	29	0
27	Alpine	Ocon	3.19	30	0
28	McLaren	Norris	3.83	37	0
29	Aston Martin	Vettel	3.86	28	0
30	Alpine	Alonso	4.07	34	0
31	Haas	Schumacher	4.11	61	0
32	Aston Martin	Stroll	4.37	22	0
33	Haas	Schumacher	5.21	29	0
34	McLaren	Norris	5.99	1	0
35	AlphaTauri	Tsunoda	11.04	4	0
36	AlphaTauri	Tsunoda	14.85	39	0
37	Haas	Schumacher	17.74	11	0
