Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Verstappen	1.93	39	25
2	Red Bull	Perez	2	2	18
3	Alfa Romeo	Raikkonen	2.17	29	15
4	Alfa Romeo	Raikkonen	2.2	13	0
5	Red Bull	Perez	2.22	19	0
6	Williams	Latifi	2.23	32	12
7	Mercedes	Bottas	2.24	16	10
8	Williams	Russell	2.26	13	8
9	Williams	Russell	2.27	36	0
10	Red Bull	Perez	2.37	38	0
11	Mercedes	Hamilton	2.42	28	6
12	Ferrari	Leclerc	2.45	32	4
13	Alfa Romeo	Giovinazzi	2.5	30	2
14	Alpine	Alonso	2.51	11	1
15	Alpine	Ocon	2.55	31	0
16	Aston Martin	Stroll	2.56	12	0
17	Mercedes	Bottas	2.57	54	0
18	AlphaTauri	Gasly	2.68	19	0
19	Red Bull	Verstappen	2.71	17	0
20	Ferrari	Sainz	2.73	15	0
21	Ferrari	Sainz	2.77	37	0
22	AlphaTauri	Tsunoda	2.79	33	0
23	Mercedes	Hamilton	2.92	13	0
24	Aston Martin	Vettel	2.94	24	0
25	Ferrari	Leclerc	2.95	12	0
26	McLaren	Ricciardo	2.95	13	0
27	Alpine	Ocon	3.08	13	0
28	AlphaTauri	Tsunoda	3.1	15	0
29	AlphaTauri	Gasly	3.19	39	0
30	McLaren	Ricciardo	3.2	32	0
31	McLaren	Norris	3.2	12	0
32	Alpine	Alonso	3.21	29	0
33	Haas	Schumacher	3.22	33	0
34	Haas	Schumacher	3.64	14	0
35	Aston Martin	Stroll	3.74	28	0
36	McLaren	Norris	3.93	33	0
37	Williams	Latifi	4.33	14	0
38	Alfa Romeo	Giovinazzi	10.2	12	0
39	Mercedes	Bottas	10.95	30	0
40	AlphaTauri	Gasly	15.7	4	0
