Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Aston Martin	Stroll	2.16	39	25
2	Red Bull	Perez	2.18	57	18
3	Williams	Latifi	2.21	27	15
4	Ferrari	Leclerc	2.24	28	12
5	Mercedes	Bottas	2.25	53	10
6	Red Bull	Verstappen	2.26	60	8
7	Ferrari	Sainz	2.27	22	6
8	Alfa Romeo	Giovinazzi	2.3	39	4
9	Alfa Romeo	Raikkonen	2.31	37	2
10	Aston Martin	Stroll	2.35	22	0
11	Mercedes	Hamilton	2.37	42	1
12	Aston Martin	Vettel	2.38	38	0
13	Williams	Latifi	2.5	50	0
14	Williams	Russell	2.52	28	0
15	Alpine	Alonso	2.56	21	0
16	McLaren	Ricciardo	2.6	46	0
17	McLaren	Norris	2.67	23	0
18	Ferrari	Sainz	2.7	46	0
19	Mercedes	Hamilton	2.71	28	0
20	Haas	Schumacher	2.74	50	0
21	Mercedes	Bottas	2.76	23	0
22	Ferrari	Leclerc	2.77	58	0
23	McLaren	Ricciardo	3.06	25	0
24	Red Bull	Perez	3.18	27	0
25	Williams	Latifi	3.28	9	0
26	McLaren	Norris	3.3	51	0
27	Alpine	Ocon	3.38	23	0
28	Haas	Mazepin	3.45	22	0
29	Haas	Mazepin	3.5	42	0
30	Aston Martin	Vettel	4.09	21	0
31	Red Bull	Verstappen	4.25	24	0
32	Alpine	Alonso	4.29	61	0
33	Williams	Russell	4.35	9	0
34	Haas	Schumacher	4.87	23	0
35	AlphaTauri	Gasly	6.78	47	0
36	AlphaTauri	Gasly	8.7	18	0
37	Alfa Romeo	Giovinazzi	35.19	8	0
