Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Williams	Latifi	2.1	19	25
2	Red Bull	Perez	2.14	38	18
3	Aston Martin	Stroll	2.23	23	15
4	Alfa Romeo	Giovinazzi	2.24	23	12
5	Williams	Russell	2.26	18	10
6	Aston Martin	Vettel	2.27	18	8
7	Mercedes	Bottas	2.28	22	6
8	Red Bull	Perez	2.31	18	0
9	Alfa Romeo	Raikkonen	2.34	18	4
10	Ferrari	Lerclerc	2.6	29	2
11	AlphaTauri	Gasly	2.71	46	1
12	McLaren	Ricciardo	2.84	20	0
13	AlphaTauri	Gasly	3.05	28	0
14	Alpine	Ocon	3.21	19	0
15	Haas	Mazepin	3.35	25	0
16	Haas	Schumacher	3.57	24	0
17	Red Bull	Perez	3.71	48	0
18	AlphaTauri	Tsunoda	3.89	30	0
19	Alpine	Alonso	4.31	24	0
20	McLaren	Norris	6.09	21	0
21	Ferrari	Sainz	12.34	28	0
22	Mercedes	Hamilton	14.27	27	0
