Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Verstappen	2.12	13	25
2	Ferrari	Leclerc	2.22	35	18
3	Red Bull	Perez	2.31	36	15
4	Williams	Latifi	2.38	28	12
5	Alpine	Alonso	2.43	36	10
6	Red Bull	Perez	2.43	21	0
7	McLaren	Norris	2.44	17	8
8	McLaren	Ricciardo	2.44	18	6
9	Mercedes	Hamilton	2.45	14	4
10	Red Bull	Verstappen	2.46	53	0
11	Mercedes	Bottas	2.48	30	2
12	Aston Martin	Vettel	2.51	23	1
13	Red Bull	Perez	2.6	53	0
14	Red Bull	Verstappen	2.62	36	0
15	Alpine	Ocon	2.74	15	0
16	Ferrari	Sainz	2.85	19	0
17	AlphaTauri	Gasly	2.94	36	0
18	Alfa Romeo	Giovinazzi	3.02	17	0
19	McLaren	Ricciardo	3.12	52	0
20	Aston Martin	Stroll	3.14	21	0
21	Aston Martin	Stroll	3.17	52	0
22	Haas	Schumacher	3.21	10	0
23	AlphaTauri	Tsunoda	3.22	53	0
24	Alfa Romeo	Raikkonen	3.24	21	0
25	McLaren	Norris	3.36	48	0
26	Haas	Schumacher	3.39	52	0
27	Ferrari	Leclerc	3.44	15	0
28	AlphaTauri	Gasly	3.46	54	0
29	AlphaTauri	Tsunoda	3.5	23	0
