Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Mercedes 	Bottas 	2.28 		25
2 	Williams 	Sirotkin 	2.32 		18
3 	Ferrari 	Raikkonen 	2.33 		15
4 	Red Bull 	Verstappen 	2.38 		12
5 	Mercedes 	Hamilton 	2.50 		10
6 	Haas 	Magnussen 	2.50 		8
7 	Toro Rosso 	Hartley 	2.53 		6
8 	Williams 	Sirotkin 	2.54 		0
9 	Sauber 	Ericsson 	2.67 		4
10 	Toro Rosso 	Gasly 	2.69 		2
11 	Toro Rosso 	Gasly 	2.73 		0
12 	McLaren 	Vandoorne 	2.77 		1
13 	Mercedes 	Hamilton 	2.78 		0
14 	McLaren 	Vandoorne 	3.10 		0
15 	Ferrari 	Vettel 	3.20 		0
16 	Force India 	Ocon 	3.27 		0
17 	Williams 	Stroll 	3.34 		0
18 	Renault 	Hulkenberg 	3.50 		0
19 	Force India 	Perez 	4.33 		0
20 	Haas 	Grosjean 	5.99 		0
21 	Renault 	Sainz 	8.06 		0
22 	Haas 	Grosjean 	12.44 		0
23 	Sauber 	Leclerc 	13.08 		0
24 	Williams 	Stroll 	19.39 		0
25 	McLaren 	Alonso 	31.52 		0
