Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Mercedes 	Bottas 	2.15 		25
2 	Red Bull 	Ricciardo 	2.33 		18
3 	Force India 	Perez 	2.39 		15
4 	Toro Rosso 	Hartley 	2.45 		12
5 	Red Bull 	Verstappen 	2.49 		10
6 	Mercedes 	Hamilton 	2.55 		8
7 	Red Bull 	Ricciardo 	2.58 		0
8 	Ferrari 	Räikkönen 	2.69 		6
9 	Sauber 	Ericsson 	2.70 		4
10 	Force India 	Ocon 	2.72 		2
11 	Williams 	Sirotkin 	2.73 		1
12 	Williams 	Stroll 	2.81 		0
13 	Ferrari 	Vettel 	2.87 		0
14 	Red Bull 	Verstappen 	2.88 		0
15 	Williams 	Sirotkin 	2.89 		0
16 	Haas 	Grosjean 	2.91 		0
17 	Force India 	Perez 	2.91 		0
18 	Haas 	Magnussen 	3.01 		0
19 	Sauber 	Leclerc 	3.09 		0
20 	Renault 	Hülkenberg 	3.28 		0
21 	McLaren 	Vandoorne 	3.29 		0
22 	Force India 	Ocon 	3.31 		0
23 	Renault 	Sainz 	3.36 		0
24 	Toro Rosso 	Hartley 	3.36 		0
25 	Toro Rosso 	Gasly 	3.74 		0
26 	Renault 	Hülkenberg 	3.74 		0
27 	Haas 	Grosjean 	3.85 		0
28 	Renault 	Sainz 	3.94 		0
29 	McLaren 	Alonso 	3.96 		0
30 	Toro Rosso 	Gasly 	14.43 		0
