Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Vettel 	1.97 		25
2 	Ferrari 	Vettel 	2.28 		0
3 	Ferrari 	Räikkönen 	2.31 		18
4 	McLaren 	Vandoorne 	2.37 		15
5 	Mercedes 	Bottas 	2.43 		12
6 	Williams 	Sirotkin 	2.46 		10
7 	Mercedes 	Bottas 	2.54 		0
8 	Sauber 	Ericsson 	2.56 		8
9 	Haas 	Grosjean 	2.59 		6
10 	Mercedes 	Hamilton 	2.61 		4
11 	Haas 	Magnussen 	2.61 		2
12 	McLaren 	Alonso 	2.75 		1
13 	Force India 	Perez 	2.84 		0
14 	Sauber 	Leclerc 	2.91 		0
15 	Toro Rosso 	Hartley 	2.92 		0
16 	Red Bull 	Ricciardo 	2.92 		0
17 	Red Bull 	Verstappen 	3.05 		0
18 	Toro Rosso 	Gasly 	3.05 		0
19 	Williams 	Stroll 	3.26 		0
20 	Renault 	Sainz 	3.31 		0
21 	Renault 	Sainz 	3.46 		0
22 	Williams 	Stroll 	3.92 		0
23 	Force India 	Ocon 	6.85 		0
24 	Renault 	Hülkenberg 	8.48 		0
25 	Force India 	Ocon 	10.50 		0
26 	McLaren 	Alonso 	12.83 		0
27 	Sauber 	Ericsson 	13.19 		0
