Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Vettel 	2.09 		25
2 	Red Bull 	Verstappen 	2.31 		18
3 	Sauber 	Ericsson 	2.33 		15
4 	McLaren 	Vandoorne 	2.49 		12
5 	Red Bull 	Verstappen 	2.60 		0
6 	McLaren 	Alonso 	2.66 		10
7 	Toro Rosso 	Gasly 	2.72 		8
8 	Williams 	Stroll 	2.73 		6
9 	Renault 	Sainz 	2.78 		4
10 	Sauber 	Leclerc 	2.81 		2
11 	Sauber 	Leclerc 	2.85 		0
12 	Mercedes 	Bottas 	2.94 		1
13 	Toro Rosso 	Hartley 	2.96 		0
14 	Toro Rosso 	Gasly 	2.96 		0
15 	Renault 	Hülkenberg 	2.98 		0
16 	Mercedes 	Hamilton 	2.98 		0
17 	Haas 	Grosjean 	3.02 		0
18 	Toro Rosso 	Hartley 	3.04 		0
19 	Ferrari 	Räikkönen 	3.06 		0
20 	McLaren 	Alonso 	3.09 		0
21 	Renault 	Hülkenberg 	3.13 		0
22 	Force India 	Ocon 	3.14 		0
23 	Williams 	Stroll 	3.16 		0
24 	Haas 	Magnussen 	3.19 		0
25 	Red Bull 	Verstappen 	3.21 		0
26 	Ferrari 	Räikkönen 	3.34 		0
27 	McLaren 	Vandoorne 	3.36 		0
28 	Haas 	Grosjean 	3.43 		0
29 	Renault 	Sainz 	3.76 		0
30 	Renault 	Hülkenberg 	3.79 		0
31 	Renault 	Sainz 	3.81 		0
32 	McLaren 	Alonso 	4.04 		0
33 	Sauber 	Leclerc 	4.11 		0
34 	Williams 	Sirotkin 	4.14 		0
35 	Haas 	Grosjean 	5.41 		0
36 	Haas 	Magnussen 	7.49 		0
37 	Williams 	Sirotkin 	7.51 		0
38 	Force India 	Perez 	8.74 		0
39 	Haas 	Magnussen 	15.24 		0
40 	Mercedes 	Bottas 	15.97 		0
