Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Red Bull 	Verstappen 	2.08 		25
2 	Red Bull 	Ricciardo 	2.24 		18
3 	Mercedes 	Bottas 	2.50 		15
4 	Mercedes 	Bottas 	2.51 		0
5 	Mercedes 	Hamilton 	2.57 		12
6 	McLaren 	Alonso 	2.68 		10
7 	Haas 	Magnussen 	2.75 		8
8 	Renault 	Sainz 	2.83 		6
9 	Sauber 	Leclerc 	2.87 		4
10 	Haas 	Grosjean 	3.04 		2
11 	Force India 	Ocon 	3.04 		1
12 	Force India 	Perez 	3.07 		0
13 	Toro Rosso 	Gasly 	3.23 		0
14 	Williams 	Stroll 	3.26 		0
15 	Williams 	Sirotkin 	3.51 		0
16 	McLaren 	Vandoorne 	3.56 		0
17 	Ferrari 	Vettel 	3.77 		0
18 	Toro Rosso 	Hartley 	21.41 		0
