Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Verstappen	1.88	46	25
2	Williams	Kubica	1.99	57	18
3	Red Bull	Verstappen	2.04	25	0
4	Red Bull	Verstappen	2.11	41	0
5	Williams	Kubica	2.14	31	0
6	Red Bull	Gasly	2.15	26	15
7	Williams	Russell	2.23	24	12
8	Williams	Russell	2.32	47	0
9	Red Bull	Gasly	2.33	28	0
10	Ferrari	Leclerc	2.41	3	10
11	Toro Rosso	Albon	2.41	46	8
12	Williams	Kubica	2.46	46	0
13	Alfa Romeo	Raikkonen	2.49	28	6
14	Mercedes	Hamilton	2.5	56	4
15	Alfa Romeo	Giovinazzi	2.52	28	2
16	Williams	Kubica	2.52	7	0
17	Red Bull	Gasly	2.53	46	0
18	Haas	Magnussen	2.54	45	1
19	Ferrari	Vettel	2.56	47	0
20	Williams	Russell	2.58	41	0
21	Ferrari	Vettel	2.59	2	0
22	McLaren	Norris	2.59	6	0
23	Mercedes	Hamilton	2.62	3	0
24	Mercedes	Bottas	2.62	26	0
25	Williams	Kubica	2.64	23	0
26	Renault	Hulkenberg	2.7	15	0
27	Toro Rosso	Albon	2.75	28	0
28	Ferrari	Leclerc	2.78	27	0
29	McLaren	Norris	2.8	25	0
30	Renault	Hulkenberg	2.81	29	0
31	Mercedes	Bottas	2.82	30	0
32	Racing Point	Stroll	2.83	44	0
33	Mercedes	Hamilton	2.85	53	0
34	Racing Point	Stroll	2.93	28	0
35	Haas	Magnussen	2.96	8	0
36	Alfa Romeo	Raikkonen	2.97	47	0
37	Alfa Romeo	Giovinazzi	2.98	3	0
38	McLaren	Sainz	2.99	27	0
39	Renault	Ricciardo	3.03	3	0
40	Toro Rosso	Albon	3.03	2	0
41	Ferrari	Vettel	3.06	23	0
42	Racing Point	Stroll	3.08	41	0
43	Williams	Russell	3.08	7	0
44	Haas	Magnussen	3.13	21	0
45	Haas	Magnussen	3.14	42	0
46	Toro Rosso	Kvyat	3.17	25	0
47	McLaren	Sainz	3.18	46	0
48	Haas	Grosjean	3.24	26	0
49	Haas	Magnussen	3.24	29	0
50	Toro Rosso	Kvyat	3.24	45	0
51	Haas	Grosjean	3.28	41	0
52	Haas	Magnussen	3.3	57	0
53	Williams	Russell	3.37	57	0
54	Haas	Grosjean	3.4	28	0
55	Toro Rosso	Kvyat	3.58	3	0
56	Racing Point	Stroll	3.58	25	0
57	Red Bull	Verstappen	3.63	29	0
58	Haas	Grosjean	3.7	46	0
59	Alfa Romeo	Giovinazzi	3.74	26	0
60	McLaren	Sainz	3.79	3	0
61	Mercedes	Bottas	3.81	46	0
62	Toro Rosso	Kvyat	3.82	28	0
63	Toro Rosso	Albon	3.88	27	0
64	Alfa Romeo	Raikkonen	4.02	26	0
65	Ferrari	Vettel	4.06	28	0
66	Renault	Hulkenberg	4.32	3	0
67	Haas	Grosjean	4.37	3	0
68	Ferrari	Vettel	4.45	41	0
69	Mercedes	Bottas	4.48	3	0
70	Ferrari	Leclerc	4.89	15	0
71	Red Bull	Verstappen	5.1	3	0
72	Racing Point	Stroll	5.42	7	0
73	Mercedes	Hamilton	5.63	28	0
74	Alfa Romeo	Giovinazzi	8.25	47	0
75	Ferrari	Raikkonen	9.67	3	0
76	Mercedes	Hamilton	9.68	47	0
77	Red Bull	Gasly	10	3	0
78	Mercedes	Hamilton	50.39	29	0
