Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Verstappen	1.82	21	25
2	Williams	Kubica	2.1	66	18
3	Red Bull	Verstappen	2.12	44	0
4	Red Bull	Verstappen	2.17	54	0
5	Williams	Russell	2.2	66	15
6	Ferrari	Leclerc	2.33	29	12
7	Ferrari	Vettel	2.36	25	10
8	Renault	Hülkenberg	2.4	53	8
9	Toro Rosso	Kvyat	2.47	23	6
10	Williams	Russell	2.49	23	0
11	McLaren	Sainz	2.55	29	4
12	Toro Rosso	Gasly	2.57	22	2
13	Mercedes	Hamilton	2.58	20	1
14	Haas	Magnussen	2.58	27	0
15	Renault	Hülkenberg	2.63	27	0
16	Red Bull	Albon	2.63	24	0
17	Mercedes	Bottas	2.63	26	0
18	Ferrari	Vettel	2.64	49	0
19	Mercedes	Hamilton	2.68	66	0
20	Mercedes	Bottas	2.71	41	0
21	Haas	Magnussen	2.72	53	0
22	Racing Point	Stroll	2.72	28	0
23	Racing Point	Perez	2.73	45	0
24	Alfa Romeo	Giovinazzi	2.74	20	0
25	Renault	Hülkenberg	2.79	44	0
26	McLaren	Norris	2.79	27	0
27	Williams	Kubica	2.83	20	0
28	Alfa Romeo	Räikkönen	2.87	21	0
29	Racing Point	Perez	2.87	17	0
30	Williams	Russell	2.88	54	0
31	Toro Rosso	Kvyat	2.93	46	0
32	Haas	Grosjean	3	26	0
33	Haas	Grosjean	3.05	65	0
34	Toro Rosso	Gasly	3.09	47	0
35	Red Bull	Albon	3.09	50	0
36	Alfa Romeo	Räikkönen	3.24	47	0
37	Alfa Romeo	Giovinazzi	3.25	46	0
38	Mercedes	Hamilton	3.33	43	0
39	Ferrari	Leclerc	3.53	54	0
40	McLaren	Norris	3.65	53	0
41	Williams	Kubica	4.18	53	0
42	Racing Point	Stroll	4.29	53	0
43	Williams	Kubica	8.53	36	0
44	Renault	Ricciardo	9.17	40	0
45	Renault	Ricciardo	10.19	8	0
