Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Verstappen	2.17	11	25
2	Williams	Kubica	2.18	27	18
3	Ferrari	Vettel	2.19	14	15
4	Ferrari	Leclerc	2.3	13	12
5	Ferrari	Vettel	2.35	35	0
6	Mercedes	Bottas	2.38	37	10
7	Ferrari	Leclerc	2.42	36	0
8	Williams	Kubica	2.47	11	0
9	Mercedes	Hamilton	2.5	13	8
10	McLaren	Norris	2.54	10	6
11	Mercedes	Hamilton	2.55	34	0
12	Red Bull	Gasly	2.56	39	4
13	Mercedes	Bottas	2.56	12	0
14	Williams	Russell	2.68	12	2
15	Haas	Magnussen	2.7	10	1
16	Toro Rosso	Albon	2.79	25	0
17	McLaren	Sainz	2.86	24	0
18	Alfa Romeo	Giovinazzi	2.92	40	0
19	Renault	Hülkenberg	2.98	32	0
20	McLaren	Sainz	2.98	40	0
21	McLaren	Norris	3.11	34	0
22	Williams	Russell	3.14	26	0
23	Renault	Hülkenberg	3.24	12	0
24	Alfa Romeo	Räikkönen	3.26	9	0
25	Red Bull	Ricciardo	3.37	24	0
26	Alfa Romeo	Räikkönen	3.4	33	0
27	Toro Rosso	Albon	3.44	9	0
28	Haas	Magnussen	3.66	38	0
29	Toro Rosso	Kvyat	4.4	12	0
30	Racing Point	Perez	4.61	33	0
31	Racing Point	Stroll	4.69	23	0
32	Red Bull	Verstappen	4.7	32	0
33	Racing Point	Perez	5.08	8	0
34	Red Bull	Gasly	5.65	9	0
35	Alfa Romeo	Giovinazzi	5.91	16	0
36	Toro Rosso	Kvyat	8.97	38	0
37	Haas	Grosjean	9.01	1	0
38	Racing Point	Stroll	11.46	1	0
39	Ferrari	Vettel	12.13	38	0
40	McLaren	Sainz	22.78	4	0
