Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Albon	1.93	44	25
2	Red Bull	Albon	2.17	14	0
3	Renault	Ricciardo	2.31	50	18
4	Ferrari	Leclerc	2.39	15	15
5	Mercedes	Hamilton	2.4	23	12
6	Toro Rosso	Kvyat	2.48	44	10
7	McLaren	Sainz	2.51	35	8
8	Mercedes	Bottas	2.57	36	6
9	Racing Point	Pérez	2.58	20	4
10	Ferrari	Vettel	2.59	37	2
11	McLaren	Sainz	2.66	15	0
12	Renault	Hulkenberg	2.74	18	1
13	Toro Rosso	Kvyat	2.75	10	0
14	Toro Rosso	Gasly	2.79	9	0
15	Williams	Kubica	2.79	60	0
16	Racing Point	Stroll	2.82	37	0
17	Alfa Romeo	Raikkonen	2.82	15	0
18	Alfa Romeo	Raikkonen	2.93	52	0
19	Toro Rosso	Gasly	2.94	49	0
20	Haas	Magnussen	3.06	28	0
21	Williams	Russell	3.23	22	0
22	McLaren	Norris	3.36	12	0
23	Red Bull	Verstappen	4.09	5	0
24	Haas	Grosjean	4.34	37	0
25	Williams	Kubica	4.8	21	0
26	Ferrari	Leclerc	6.2	43	0
27	Alfa Romeo	Giovinazzi	22.64	21	0
