Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	McLaren	Norris	2.24	20	25
2	Ferrari	Leclerc	2.5	30	18
3	Mercedes	Hamilton	2.51	28	15
4	Ferrari	Leclerc	2.55	22	0
5	Mercedes	Bottas	2.57	28	12
6	Toro Rosso	Kvyat	2.61	29	10
7	Red Bull	Albon	2.69	29	8
8	Williams	Kubica	2.73	2	6
9	Williams	Russell	2.79	27	4
10	Renault	Hulkenberg	2.79	29	2
11	Williams	Kubica	2.82	1	0
12	Ferrari	Vettel	3.04	26	1
13	Toro Rosso	Gasly	3.07	26	0
14	Red Bull	Verstappen	3.12	28	0
15	Racing Point	Stroll	3.14	27	0
16	Alfa Romeo	Giovinazzi	3.19	27	0
17	Racing Point	Perez	3.24	23	0
18	Haas	Magnussen	3.55	27	0
19	McLaren	Sainz	3.6	21	0
20	Toro Rosso	Kvyat	3.66	27	0
21	Renault	Ricciardo	6.73	1	0
22	Alfa Romeo	Raikkonen	7.23	27	0
23	Renault	Hulkenberg	7.26	16	0
24	Alfa Romeo	Giovinazzi	10.8	2	0
