Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Racing Bulls 	Lawson 	2.18 	30 	25
2 	Mercedes 	Russell 	2.20 	33 	18
3 	Ferrari 	Leclerc 	2.34 	22 	15
4 	McLaren 	Piastri 	2.36 	30 	12
5 	Racing Bulls 	Hadjar 	2.39 	28 	10
6 	Sauber 	Hulkenberg 	2.44 	33 	8
7 	Williams 	Albon 	2.45 	7 	6
8 	Alpine 	Colapinto 	2.48 	32 	4
9 	Ferrari 	Hamilton 	2.58 	31 	2
10 	Red Bull 	Verstappen 	2.58 	33 	1
11 	Aston Martin 	Alonso 	2.60 	30 	0
12 	Mercedes 	Antonelli 	2.63 	31 	0
13 	Sauber 	Bortoleto 	2.69 	36 	0
14 	Haas 	Bearman 	2.74 	30 	0
15 	Aston Martin 	Stroll 	2.88 	28 	0
16 	Haas 	Ocon 	3.21 	24 	0
17 	Red Bull 	Tsunoda 	3.30 	29 	0
18 	Williams 	Albon 	3.33 	36 	0
19 	McLaren 	Norris 	3.43 	32 	0
20 	Sauber 	Bortoleto 	4.20 	14 	0
21 	Alpine 	Gasly 	5.24 	27 	0
