Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Leclerc 	2.00 	39 	25
2 	Williams 	Albon 	2.02 	8 	18
3 	McLaren 	Norris 	2.12 	16 	15
4 	Ferrari 	Hamilton 	2.14 	31 	12
5 	McLaren 	Piastri 	2.18 	41 	10
6 	Red Bull 	Verstappen 	2.26 	23 	8
7 	Aston Martin 	Stroll 	2.30 	42 	6
8 	Williams 	Albon 	2.32 	33 	0
9 	Ferrari 	Hamilton 	2.38 	8 	0
10 	Mercedes 	Russell 	2.40 	14 	4
11 	Ferrari 	Leclerc 	2.42 	16 	0
12 	McLaren 	Norris 	2.42 	40 	0
13 	Sauber 	Hulkenberg 	2.48 	7 	2
14 	Sauber 	Hulkenberg 	2.56 	42 	0
15 	Haas 	Ocon 	2.58 	19 	1
16 	Mercedes 	Antonelli 	2.60 	32 	0
17 	Racing Bulls 	Hadjar 	2.61 	14 	0
18 	Alpine 	Colapinto 	2.68 	15 	0
19 	Williams 	Sainz 	2.76 	18 	0
20 	Sauber 	Bortoleto 	2.78 	15 	0
21 	Alpine 	Gasly 	2.92 	13 	0
22 	Alpine 	Gasly 	3.04 	40 	0
23 	Haas 	Bearman 	3.12 	14 	0
24 	Alpine 	Colapinto 	3.66 	40 	0
25 	Aston Martin 	Alonso 	4.23 	16 	0
26 	Red Bull 	Tsunoda 	7.97 	32 	0
27 	Racing Bulls 	Lawson 	8.73 	21 	0
