Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	McLaren 	Piastri 	2.10 	47 	25
2 	Ferrari 	Leclerc 	2.27 	31 	18
3 	Haas 	Bearman 	2.33 	48 	15
4 	Sauber 	Bortoleto 	2.35 	37 	12
5 	Williams 	Albon 	2.35 	41 	10
6 	Williams 	Sainz 	2.37 	17 	8
7 	Racing Bulls 	Hadjar 	2.43 	34 	6
8 	Mercedes 	Antonelli 	2.49 	22 	4
9 	Aston Martin 	Stroll 	2.61 	26 	2
10 	Mercedes 	Russell 	2.62 	25 	1
11 	McLaren 	Norris 	2.68 	34 	0
12 	Haas 	Bearman 	2.70 	24 	0
13 	Alpine 	Gasly 	2.76 	33 	0
14 	Red Bull 	Verstappen 	2.77 	37 	0
15 	Mercedes 	Russell 	2.84 	48 	0
16 	Alpine 	Colapinto 	2.84 	48 	0
17 	Haas 	Ocon 	3.06 	27 	0
18 	Ferrari 	Hamilton 	3.54 	47 	0
19 	McLaren 	Piastri 	3.59 	24 	0
20 	Aston Martin 	Stroll 	4.17 	43 	0
21 	Mercedes 	Antonelli 	4.46 	47 	0
22 	Aston Martin 	Alonso 	7.02 	20 	0
23 	Williams 	Sainz 	9.05 	46 	0
24 	Red Bull 	Tsunoda 	11.85 	36 	0
25 	Ferrari 	Hamilton 	13.54 	23 	0
26 	Racing Bulls 	Lawson 	13.69 	2 	0
