Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Hamilton 	2.08 	45 	25
2 	Racing Bulls 	Lawson 	2.12 	38 	18
3 	Ferrari 	Leclerc 	2.12 	53 	15
4 	McLaren 	Piastri 	2.17 	16 	12
5 	McLaren 	Piastri 	2.22 	45 	0
6 	McLaren 	Norris 	2.24 	29 	10
7 	Red Bull 	Verstappen 	2.25 	37 	8
8 	Mercedes 	Antonelli 	2.25 	38 	6
9 	Ferrari 	Leclerc 	2.27 	28 	0
10 	Ferrari 	Hamilton 	2.37 	15 	0
11 	Sauber 	Hulkenberg 	2.42 	19 	4
12 	Mercedes 	Antonelli 	2.47 	14 	0
13 	Sauber 	Bortoleto 	2.49 	49 	2
14 	McLaren 	Norris 	2.49 	47 	0
15 	Mercedes 	Russell 	2.52 	13 	1
16 	Aston Martin 	Stroll 	2.60 	66 	0
17 	Williams 	Sainz 	2.61 	57 	0
18 	Red Bull 	Verstappen 	2.64 	12 	0
19 	Aston Martin 	Alonso 	2.65 	50 	0
20 	Aston Martin 	Stroll 	2.67 	24 	0
21 	Haas 	Bearman 	2.81 	18 	0
22 	Racing Bulls 	Hadjar 	2.82 	66 	0
23 	Alpine 	Gasly 	2.96 	53 	0
24 	Williams 	Albon 	3.00 	23 	0
25 	Haas 	Ocon 	3.02 	57 	0
26 	Racing Bulls 	Hadjar 	3.11 	13 	0
27 	Aston Martin 	Alonso 	3.21 	15 	0
28 	Mercedes 	Russell 	3.38 	42 	0
29 	Alpine 	Colapinto 	3.44 	14 	0
30 	Red Bull 	Tsunoda 	3.78 	56 	0
31 	McLaren 	Piastri 	4.02 	67 	0
32 	Haas 	Bearman 	7.20 	66 	0
33 	Aston Martin 	Stroll 	13.37 	51 	0
