Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Red Bull 	Tsunoda 	1.95 	2 	25
2 	Racing Bulls 	Lawson 	2.04 	19 	18
3 	Red Bull 	Verstappen 	2.13 	7 	15
4 	Racing Bulls 	Hadjar 	2.14 	37 	12
5 	Mercedes 	Antonelli 	2.15 	47 	10
6 	Red Bull 	Verstappen 	2.18 	34 	0
7 	McLaren 	Norris 	2.21 	30 	8
8 	Mercedes 	Russell 	2.22 	48 	6
9 	McLaren 	Piastri 	2.22 	51 	4
10 	Mercedes 	Antonelli 	2.25 	21 	0
11 	Williams 	Albon 	2.27 	55 	2
12 	Mercedes 	Russell 	2.27 	34 	0
13 	Racing Bulls 	Hadjar 	2.29 	18 	0
14 	Ferrari 	Hamilton 	2.32 	14 	1
15 	McLaren 	Norris 	2.39 	50 	0
16 	Williams 	Albon 	2.40 	35 	0
17 	Red Bull 	Verstappen 	2.41 	54 	0
18 	Aston Martin 	Stroll 	2.42 	54 	0
19 	Sauber 	Hulkenberg 	2.42 	36 	0
20 	Williams 	Sainz 	2.43 	38 	0
21 	Alpine 	Colapinto 	2.70 	29 	0
22 	Aston Martin 	Alonso 	2.74 	46 	0
23 	Alpine 	Gasly 	2.75 	18 	0
24 	Alpine 	Gasly 	2.87 	39 	0
25 	Haas 	Ocon 	2.92 	8 	0
26 	Haas 	Bearman 	2.93 	17 	0
27 	Aston Martin 	Stroll 	2.93 	29 	0
28 	Haas 	Ocon 	2.95 	47 	0
29 	Aston Martin 	Alonso 	3.23 	28 	0
30 	Haas 	Bearman 	3.95 	42 	0
31 	Williams 	Sainz 	5.10 	17 	0
32 	Alpine 	Colapinto 	5.40 	43 	0
33 	Ferrari 	Hamilton 	9.80 	32 	0
34 	Red Bull 	Tsunoda 	12.82 	47 	0
35 	Red Bull 	Tsunoda 	13.06 	24 	0
36 	McLaren 	Piastri 	13.62 	38 	0
37 	Ferrari 	Hamilton 	18.54 	2 	0
