Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Leclerc 	2.00 	22 	25
2 	Ferrari 	Hamilton 	2.08 	18 	18
3 	Ferrari 	Leclerc 	2.19 	49 	0
4 	McLaren 	Norris 	2.23 	50 	15
5 	Red Bull 	Verstappen 	2.27 	77 	12
6 	McLaren 	Piastri 	2.31 	48 	10
7 	Mercedes 	Antonelli 	2.38 	71 	8
8 	Red Bull 	Verstappen 	2.41 	28 	0
9 	Sauber 	Bortoleto 	2.42 	35 	6
10 	Williams 	Albon 	2.42 	40 	4
11 	Sauber 	Hulkenberg 	2.43 	12 	2
12 	Mercedes 	Antonelli 	2.43 	69 	0
13 	Alpine 	Gasly 	2.44 	1 	1
14 	Red Bull 	Tsunoda 	2.45 	73 	0
15 	Williams 	Albon 	2.48 	32 	0
16 	Racing Bulls 	Hadjar 	2.50 	19 	0
17 	Racing Bulls 	Lawson 	2.50 	40 	0
18 	Mercedes 	Russell 	2.54 	68 	0
19 	Alpine 	Colapinto 	2.55 	13 	0
20 	Aston Martin 	Stroll 	2.56 	17 	0
21 	Racing Bulls 	Lawson 	2.58 	31 	0
22 	Ferrari 	Hamilton 	2.59 	56 	0
23 	Aston Martin 	Alonso 	2.60 	16 	0
24 	Red Bull 	Tsunoda 	2.67 	1 	0
25 	Racing Bulls 	Hadjar 	2.67 	14 	0
26 	Alpine 	Colapinto 	2.72 	26 	0
27 	Sauber 	Bortoleto 	2.74 	26 	0
28 	McLaren 	Norris 	2.75 	19 	0
29 	Williams 	Sainz 	2.75 	53 	0
30 	Haas 	Ocon 	2.80 	28 	0
31 	Sauber 	Hulkenberg 	3.03 	44 	0
32 	Haas 	Ocon 	3.13 	16 	0
33 	Williams 	Sainz 	3.17 	48 	0
34 	Haas 	Bearman 	3.22 	17 	0
35 	Mercedes 	Russell 	3.74 	62 	0
36 	McLaren 	Piastri 	3.88 	20 	0
37 	Aston Martin 	Stroll 	4.22 	64 	0
38 	Sauber 	Bortoleto 	14.64 	1 	0
39 	Haas 	Bearman 	28.50 	1 	0
