Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Hamilton 	2.18 	30 	25
2 	McLaren 	Piastri 	2.19 	20 	18
3 	Mercedes 	Russell 	2.26 	19 	15
4 	McLaren 	Norris 	2.37 	21 	12
5 	Ferrari 	Leclerc 	2.40 	21 	10
6 	Racing Bulls 	Hadjar 	2.40 	25 	8
7 	Alpine 	Doohan 	2.56 	15 	6
8 	Williams 	Albon 	2.60 	24 	4
9 	Aston Martin 	Stroll 	2.63 	9 	2
10 	Sauber 	Bortoleto 	2.63 	31 	1
11 	Sauber 	Hulkenberg 	2.64 	22 	0
12 	Williams 	Sainz 	2.67 	33 	0
13 	Aston Martin 	Stroll 	2.73 	30 	0
14 	Red Bull 	Tsunoda 	2.90 	23 	0
15 	Racing Bulls 	Lawson 	2.93 	33 	0
16 	Mercedes 	Antonelli 	3.12 	31 	0
17 	Red Bull 	Verstappen 	3.32 	21 	0
18 	Haas 	Ocon 	3.51 	32 	0
19 	Haas 	Bearman 	3.95 	23 	0
20 	Aston Martin 	Alonso 	4.74 	24 	0
21 	Alpine 	Gasly 	4.80 	24 	0
