Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Hamilton 	2.16 	32 	25
2 	Sauber 	Bortoleto 	2.24 	13 	18
3 	Mercedes 	Russell 	2.27 	13 	15
4 	Ferrari 	Hamilton 	2.28 	17 	0
5 	Sauber 	Hulkenberg 	2.29 	5 	12
6 	Sauber 	Hulkenberg 	2.29 	27 	0
7 	Racing Bulls 	Lawson 	2.31 	32 	10
8 	McLaren 	Piastri 	2.36 	14 	8
9 	McLaren 	Norris 	2.38 	32 	6
10 	Aston Martin 	Stroll 	2.44 	12 	4
11 	Red Bull 	Tsunoda 	2.44 	32 	2
12 	Ferrari 	Leclerc 	2.47 	32 	1
13 	Mercedes 	Russell 	2.49 	32 	0
14 	Mercedes 	Antonelli 	2.50 	12 	0
15 	Haas 	Ocon 	2.64 	8 	0
16 	Williams 	Sainz 	2.64 	32 	0
17 	Williams 	Albon 	2.65 	32 	0
18 	Aston Martin 	Alonso 	2.67 	32 	0
19 	Ferrari 	Leclerc 	2.68 	17 	0
20 	Haas 	Ocon 	2.70 	27 	0
21 	Aston Martin 	Alonso 	2.79 	16 	0
22 	Mercedes 	Antonelli 	2.81 	27 	0
23 	Alpine 	Gasly 	2.82 	28 	0
24 	Alpine 	Doohan 	2.82 	9 	0
25 	Aston Martin 	Stroll 	2.84 	32 	0
26 	Alpine 	Gasly 	2.89 	10 	0
27 	Haas 	Bearman 	2.90 	14 	0
28 	Williams 	Sainz 	2.93 	14 	0
29 	Mercedes 	Antonelli 	2.93 	32 	0
30 	Racing Bulls 	Hadjar 	2.97 	28 	0
31 	McLaren 	Piastri 	2.98 	32 	0
32 	Racing Bulls 	Lawson 	3.10 	14 	0
33 	Alpine 	Doohan 	3.15 	28 	0
34 	Sauber 	Bortoleto 	3.31 	32 	0
35 	Haas 	Bearman 	3.57 	32 	0
36 	Racing Bulls 	Hadjar 	3.58 	6 	0
37 	Williams 	Albon 	3.64 	16 	0
38 	Red Bull 	Tsunoda 	4.26 	11 	0
39 	Red Bull 	Verstappen 	4.72 	10 	0
40 	Red Bull 	Verstappen 	6.27 	26 	0
41 	McLaren 	Norris 	7.75 	10 	0
42 	Williams 	Sainz 	15.16 	44 	0
