Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	McLaren	Ricciardo	1.98	44	25
2	McLaren	Norris	2.29	31	18
3	Ferrari	Leclerc	2.34	28	15
4	Alpine	Ocon	2.35	33	12
5	Williams	Albon	2.52	38	10
6	Red Bull	Verstappen	2.58	25	8
7	AlphaTauri	Tsunoda	2.6	29	6
8	Aston Martin	Vettel	2.74	38	4
9	Mercedes	Russell	2.77	34	2
10	Aston Martin	Stroll	2.98	40	1
11	Alpine	Alonso	3.03	40	0
12	Aston Martin	Stroll	3.15	17	0
13	Mercedes	Russell	3.23	69	0
14	Mercedes	Hamilton	3.33	29	0
15	Haas	Magnussen	3.36	38	0
16	Haas	Schumacher	3.41	24	0
17	Ferrari	Sainz	3.53	29	0
18	Alfa Romeo	Bottas	3.54	39	0
19	Williams	Latifi	3.59	23	0
20	Williams	Latifi	3.94	52	0
21	Alfa Romeo	Zhou	4.51	45	0
22	Red Bull	Perez	5.03	23	0
23	AlphaTauri	Gasly	9.39	40	0
