Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	McLaren	Ricciardo	2.31	17	25
2	Ferrari	Sainz	2.33	14	18
3	Ferrari	Sainz	2.4	33	0
4	Alpine	Ocon	2.46	43	15
5	Williams	Latifi	2.47	14	12
6	McLaren	Norris	2.49	24	10
7	Alpine	Alonso	2.53	42	8
8	Ferrari	Leclerc	2.54	31	6
9	McLaren	Ricciardo	2.58	33	0
10	Ferrari	Sainz	2.58	44	0
11	Red Bull	Verstappen	2.62	43	4
12	AlphaTauri	Tsunoda	2.62	44	2
13	Red Bull	Perez	2.63	33	1
14	Williams	Albon	2.7	13	0
15	McLaren	Ricciardo	2.76	44	0
16	AlphaTauri	Tsunoda	2.77	29	0
17	AlphaTauri	Gasly	2.78	14	0
18	Aston Martin	Stroll	2.8	45	0
19	Ferrari	Leclerc	2.81	46	0
20	Williams	Latifi	2.85	32	0
21	Williams	Latifi	2.89	45	0
22	Red Bull	Verstappen	2.92	14	0
23	Williams	Albon	3	46	0
24	Aston Martin	Stroll	3.08	18	0
25	Red Bull	Verstappen	3.08	30	0
26	Alpine	Alonso	3.09	25	0
27	Alfa Romeo	Bottas	3.1	14	0
28	Alfa Romeo	Bottas	3.11	36	0
29	Ferrari	Leclerc	3.14	15	0
30	Red Bull	Perez	3.19	15	0
31	Red Bull	Perez	3.23	43	0
32	Aston Martin	Hulkenberg	3.26	44	0
33	Alfa Romeo	Zhou	3.27	15	0
34	Mercedes	Russell	3.27	33	0
35	Alfa Romeo	Bottas	3.28	45	0
36	Haas	Schumacher	3.3	12	0
37	Williams	Albon	3.31	35	0
38	McLaren	Norris	3.38	45	0
39	Alpine	Alonso	3.39	11	0
40	Mercedes	Hamilton	3.45	11	0
41	Mercedes	Russell	3.47	45	0
42	Alpine	Ocon	3.57	30	0
43	Haas	Magnussen	3.57	46	0
44	Alfa Romeo	Zhou	3.59	37	0
45	Haas	Magnussen	3.63	14	0
46	Mercedes	Russell	3.69	15	0
47	Aston Martin	Stroll	3.7	38	0
48	Haas	Schumacher	3.79	35	0
49	Haas	Magnussen	3.81	34	0
50	Mercedes	Hamilton	3.99	27	0
51	Aston Martin	Hulkenberg	4	37	0
52	Mercedes	Hamilton	4.06	44	0
53	AlphaTauri	Gasly	4.13	32	0
54	AlphaTauri	Tsunoda	4.25	15	0
55	Alfa Romeo	Zhou	4.66	45	0
56	Aston Martin	Hulkenberg	4.88	19	0
57	McLaren	Norris	5.5	41	0
58	Alpine	Ocon	8.54	14	0
