Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	McLaren	Norris	2.32	15	25
2	McLaren	Ricciardo	2.33	19	18
3	Mercedes	Hamilton	2.35	18	15
4	McLaren	Norris	2.35	42	0
5	Alpine	Alonso	2.41	19	12
6	AlphaTauri	Tsunoda	2.43	14	10
7	Red Bull	Perez	2.44	33	8
8	Ferrari	Sainz	2.45	39	6
9	Red Bull	Perez	2.48	15	0
10	Alpine	Ocon	2.49	41	4
11	Aston Martin	Stroll	2.51	13	2
12	Alpine	Ocon	2.52	14	0
13	Williams	Albon	2.53	12	1
14	Williams	Albon	2.6	35	0
15	Aston Martin	Stroll	2.66	40	0
16	Ferrari	Sainz	2.69	17	0
17	AlphaTauri	Gasly	2.75	14	0
18	Haas	Schumacher	3.01	14	0
19	Ferrari	Leclerc	3.01	21	0
20	Haas	Magnussen	3.05	28	0
21	Alfa Romeo	Bottas	3.09	30	0
22	Williams	Latifi	3.21	15	0
23	Alfa Romeo	Zhou	3.23	15	0
24	AlphaTauri	Tsunoda	3.24	14	0
25	Red Bull	Verstappen	3.48	20	0
26	Alfa Romeo	Zhou	3.93	44	0
27	Aston Martin	Vettel	4.1	25	0
28	Haas	Schumacher	4.3	34	0
29	Mercedes	Russell	5.2	15	0
30	Williams	Latifi	5.59	38	0
31	Mercedes	Russell	8.89	39	0
