Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Verstappen	2.04	36	25
2	Williams	Russell	2.07	4	18
3	Williams	Russell	2.09	19	0
4	Williams	Latifi	2.21	3	15
5	Williams	Latifi	2.23	39	0
6	Mercedes	Bottas	2.4	33	12
7	Mercedes	Bottas	2.43	49	0
8	Mercedes	Bottas	2.53	2	0
9	Red Bull	Verstappen	2.56	4	0
10	Renault	Ricciardo	2.58	4	10
11	Ferrari	Vettel	2.68	29	8
12	Renault	Ocon	2.69	31	6
13	Alfa Romeo	Raikkonen	2.73	3	4
14	Alfa Romeo	Giovinazzi	2.74	40	2
15	Racing Point	Perez	2.77	35	1
16	Red Bull	Albon	2.81	34	0
17	Racing Point	Stroll	2.83	52	0
18	Ferrari	Leclerc	2.87	2	0
19	Williams	Russell	2.94	50	0
20	Renault	Ricciardo	2.95	43	0
21	Ferrari	Leclerc	2.97	20	0
22	Alfa Romeo	Giovinazzi	2.98	4	0
23	Mercedes	Hamilton	3.06	3	0
24	AlphaTauri	Kvyat	3.07	18	0
25	Red Bull	Albon	3.09	3	0
26	Mercedes	Hamilton	3.1	37	0
27	Racing Point	Stroll	3.18	35	0
28	Haas	Grosjean	3.19	34	0
29	Racing Point	Perez	3.31	3	0
30	McLaren	Sainz	3.36	40	0
31	AlphaTauri	Gasly	3.53	3	0
32	McLaren	Norris	3.63	35	0
33	Racing Point	Stroll	3.66	3	0
34	Mercedes	Hamilton	3.67	66	0
35	Haas	Magnussen	3.86	35	0
36	Alfa Romeo	Giovinazzi	3.89	20	0
37	Renault	Ocon	4.01	4	0
38	AlphaTauri	Kvyat	4.08	1	0
39	McLaren	Norris	4.68	4	0
40	Williams	Latifi	6.31	52	0
41	Alfa Romeo	Raikkonen	7.71	33	0
42	McLaren	Sainz	7.89	3	0
43	Williams	Latifi	8.57	31	0
44	Ferrari	Vettel	9.2	3	0
45	Williams	Latifi	14.39	4	0
