Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Albon	1.93	59	25
2	Red Bull	Albon	2.15	14	0
3	Red Bull	Verstappen	2.16	18	18
4	Mercedes	Bottas	2.4	19	15
5	Williams	Russell	2.46	11	12
6	McLaren	Norris	2.49	13	10
7	Williams	Latifi	2.55	34	8
8	Ferrari	Vettel	2.56	51	6
9	AlphaTauri	Kvyat	2.57	51	4
10	Alfa Romeo	Raikkonen	2.58	48	2
11	McLaren	Sainz	2.6	17	1
12	Alfa Romeo	Giovinazzi	2.71	10	0
13	Racing Point	Perez	2.72	27	0
14	Ferrari	Leclerc	2.77	13	0
15	AlphaTauri	Kvyat	2.77	14	0
16	Haas	Grosjean	2.8	9	0
17	Renault	Ocon	2.85	13	0
18	Mercedes	Bottas	2.87	51	0
19	McLaren	Norris	2.88	53	0
20	Renault	Ricciardo	2.89	14	0
21	Haas	Magnussen	2.91	27	0
22	Mercedes	Hamilton	2.96	30	0
23	Racing Point	Perez	3.2	51	0
24	Mercedes	Hamilton	3.48	52	0
25	McLaren	Sainz	3.65	51	0
26	Haas	Grosjean	3.66	50	0
27	Racing Point	Stroll	3.97	29	0
28	Racing Point	Stroll	8.93	1	0
29	Racing Point	Stroll	10.7	52	0
30	Ferrari	Vettel	13.18	39	0
