Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Albon	2.1	26	25
2	Williams	Russell	2.44	25	18
3	Mercedes	Hamilton	2.52	26	15
4	Red Bull	Albon	2.61	51	0
5	Alfa Romeo	Raikkonen	2.72	51	0
6	Renault	Ocon	2.73	26	12
7	Ferrari	Leclerc	2.74	51	10
8	AlphaTauri	Kvyat	2.8	51	8
9	Mercedes	Bottas	2.81	26	6
10	Racing Point	Perez	2.81	26	4
11	Williams	Latifi	2.82	26	2
12	Alfa Romeo	Giovinazzi	2.84	55	1
13	McLaren	Norris	2.95	51	0
14	McLaren	Sainz	2.95	52	0
15	Williams	Latifi	3	51	0
16	AlphaTauri	Gasly	3.07	26	0
17	Ferrari	Vettel	3.17	26	0
18	Ferrari	Vettel	3.36	51	0
19	Ferrari	Leclerc	3.37	26	0
20	AlphaTauri	Kvyat	3.44	26	0
21	Haas	Grosjean	4	20	0
22	Alfa Romeo	Raikkonen	4.05	24	0
23	McLaren	Sainz	4.35	26	0
24	McLaren	Norris	4.38	26	0
25	Alfa Romeo	Giovinazzi	4.74	25	0
