Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Albon	2.16	19	25
2	Williams	Russell	2.16	20	18
3	Red Bull	Albon	2.19	34	0
4	Red Bull	Verstappen	2.25	46	15
5	Alfa Romeo	Giovinazzi	2.29	20	12
6	Williams	Latifi	2.33	37	10
7	Renault	Ocon	2.35	17	8
8	Mercedes	Hamilton	2.43	19	6
9	Racing Point	Perez	2.55	20	4
10	Williams	Latifi	2.55	21	0
11	Mercedes	Hamilton	2.58	35	0
12	AlphaTauri	Kvyat	2.62	33	2
13	Mercedes	Bottas	2.65	38	1
14	Racing Point	Perez	2.7	36	0
15	Red Bull	Verstappen	2.72	20	0
16	Mercedes	Bottas	2.76	25	0
17	McLaren	Norris	2.76	38	0
18	Ferrari	Leclerc	2.8	40	0
19	McLaren	Sainz	2.84	21	0
20	AlphaTauri	Gasly	2.86	25	0
21	Ferrari	Vettel	2.93	20	0
22	Mercedes	Bottas	2.96	4	0
23	Renault	Ricciardo	2.97	16	0
24	McLaren	Norris	3.01	18	0
25	Renault	Ricciardo	3.13	36	0
26	Ferrari	Leclerc	3.15	23	0
27	Alfa Romeo	Raikkonen	3.39	40	0
28	Renault	Ocon	3.43	34	0
29	Alfa Romeo	Giovinazzi	3.53	53	0
30	Ferrari	Vettel	3.62	39	0
31	Haas	Magnussen	3.69	27	0
32	Haas	Magnussen	3.69	53	0
33	McLaren	Sainz	3.94	39	0
34	Red Bull	Verstappen	5.17	34	0
35	Williams	Russell	5.38	39	0
36	Alfa Romeo	Raikkonen	10.2	17	0
37	Haas	Magnussen	15.58	3	0
38	AlphaTauri	Kvyat	15.58	17	0
