Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1	Red Bull	Verstappen	1.9	21	25
2	Red Bull	Verstappen	2.04	41	0
3	Red Bull	Albon	2.07	17	18
4	Red Bull	Albon	2.19	39	0
5	Mercedes	Hamilton	2.29	50	15
6	Alfa Romeo	Raikkonen	2.32	20	12
7	Williams	Latifi	2.36	28	10
8	Williams	Russell	2.4	35	8
9	Renault	Ricciardo	2.43	35	6
10	Ferrari	Vettel	2.45	29	4
11	Racing Point	Stroll	2.51	27	2
12	Alfa Romeo	Giovinazzi	2.51	45	1
13	Alfa Romeo	Raikkonen	2.56	44	0
14	McLaren	Norris	2.59	44	0
15	Mercedes	Bottas	2.59	48	0
16	Racing Point	Stroll	2.66	42	0
17	Williams	Latifi	2.68	49	0
18	Mercedes	Bottas	2.75	23	0
19	AlphaTauri	Gasly	2.79	21	0
20	McLaren	Norris	2.82	21	0
21	AlphaTauri	Kvyat	2.84	45	0
22	McLaren	Sainz	2.85	22	0
23	McLaren	Sainz	2.87	41	0
24	Alfa Romeo	Giovinazzi	2.93	21	0
25	Ferrari	Leclerc	3	29	0
26	Mercedes	Bottas	3.03	64	0
27	AlphaTauri	Gasly	3.16	42	0
28	Renault	Ocon	3.19	34	0
29	Williams	Russell	3.2	19	0
30	Haas	Grosjean	3.2	32	0
31	Racing Point	Perez	3.25	29	0
32	AlphaTauri	Kvyat	3.64	21	0
33	Mercedes	Hamilton	3.87	23	0
34	Haas	Magnussen	3.95	28	0
35	Haas	Grosjean	4.01	62	0
