Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Red Bull 	Perez 	2.15 	53 	25
2 	Ferrari 	Leclerc 	2.24 	44 	18
3 	Red Bull 	Verstappen 	2.43 	55 	15
4 	Aston Martin 	Alonso 	2.47 	54 	12
5 	Alpine 	Ocon 	2.56 	54 	10
6 	Ferrari 	Sainz 	2.56 	55 	8
7 	Alpine 	Gasly 	2.58 	47 	6
8 	AlphaTauri 	De Vries 	2.60 	53 	4
9 	Ferrari 	Sainz 	2.64 	33 	0
10 	Ferrari 	Leclerc 	2.66 	55 	0
11 	Aston Martin 	Stroll 	2.67 	51 	2
12 	McLaren 	Norris 	2.76 	50 	1
13 	McLaren 	Piastri 	2.78 	54 	0
14 	Williams 	Albon 	2.79 	18 	0
15 	Williams 	Sargeant 	2.90 	20 	0
16 	Aston Martin 	Alonso 	3.01 	55 	0
17 	Mercedes 	Hamilton 	3.01 	31 	0
18 	Haas 	Hulkenberg 	3.16 	59 	0
19 	Red Bull 	Perez 	3.21 	1 	0
20 	Alfa Romeo 	Zhou 	3.42 	52 	0
21 	Red Bull 	Perez 	3.44 	70 	0
22 	Alfa Romeo 	Zhou 	3.59 	1 	0
23 	Williams 	Sargeant 	3.72 	52 	0
24 	Mercedes 	Hamilton 	4.23 	54 	0
25 	Alpine 	Ocon 	4.27 	32 	0
26 	Williams 	Albon 	5.30 	52 	0
27 	Red Bull 	Perez 	5.66 	57 	0
28 	Williams 	Sargeant 	6.07 	23 	0
29 	McLaren 	Norris 	6.36 	54 	0
30 	Alpine 	Gasly 	7.79 	54 	0
31 	Alfa Romeo 	Bottas 	8.40 	51 	0
32 	Mercedes 	Russell 	8.85 	54 	0
33 	Haas 	Hulkenberg 	10.91 	1 	0
34 	Red Bull 	Perez 	11.01 	34 	0
35 	AlphaTauri 	Tsunoda 	11.50 	53 	0
36 	Haas 	Hulkenberg 	12.33 	54 	0
37 	Haas 	Magnussen 	24.80 	56 	0
