Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Sainz 	2.16 	23 	25
2 	McLaren 	Norris 	2.22 	33 	18
3 	McLaren 	Piastri 	2.22 	36 	15
4 	Ferrari 	Sainz 	2.25 	56 	0
5 	Red Bull 	Perez 	2.27 	42 	12
6 	Red Bull 	Verstappen 	2.32 	43 	10
7 	AlphaTauri 	Ricciardo 	2.36 	7 	8
8 	Ferrari 	Leclerc 	2.37 	35 	6
9 	Red Bull 	Perez 	2.46 	17 	0
10 	AlphaTauri 	Tsunoda 	2.53 	22 	4
11 	Aston Martin 	Alonso 	2.53 	36 	2
12 	AlphaTauri 	Ricciardo 	2.59 	31 	0
13 	McLaren 	Piastri 	2.64 	13 	0
14 	Alpine 	Ocon 	2.71 	15 	1
15 	Williams 	Sargeant 	2.75 	41 	0
16 	Ferrari 	Leclerc 	2.77 	17 	0
17 	Alfa Romeo 	Zhou 	2.84 	37 	0
18 	Haas 	Hulkenberg 	2.85 	13 	0
19 	Williams 	Albon 	2.89 	43 	0
20 	Aston Martin 	Stroll 	2.90 	22 	0
21 	Red Bull 	Verstappen 	2.91 	16 	0
22 	Aston Martin 	Stroll 	2.91 	42 	0
23 	Haas 	Magnussen 	2.92 	22 	0
24 	Mercedes 	Russell 	2.97 	14 	0
25 	Williams 	Sargeant 	2.98 	15 	0
26 	Alfa Romeo 	Bottas 	3.07 	29 	0
27 	Aston Martin 	Alonso 	3.10 	12 	0
28 	Mercedes 	Russell 	3.10 	34 	0
29 	Haas 	Hulkenberg 	3.12 	33 	0
30 	Mercedes 	Hamilton 	3.21 	15 	0
31 	Alfa Romeo 	Zhou 	3.33 	13 	0
32 	Williams 	Albon 	3.36 	16 	0
33 	Mercedes 	Hamilton 	3.41 	35 	0
34 	Haas 	Magnussen 	3.50 	5 	0
35 	Alpine 	Gasly 	3.54 	17 	0
36 	Alpine 	Gasly 	4.13 	32 	0
37 	McLaren 	Norris 	5.16 	14 	0
