Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	McLaren 	Norris 	2.11 	30 	25
2 	Red Bull 	Perez 	2.14 	28 	18
3 	Mercedes 	Russell 	2.17 	27 	15
4 	Ferrari 	Leclerc 	2.24 	36 	12
5 	McLaren 	Piastri 	2.25 	38 	10
6 	RB 	Ricciardo 	2.37 	10 	8
7 	Sauber 	Zhou 	2.45 	34 	6
8 	Mercedes 	Hamilton 	2.52 	17 	4
9 	Alpine 	Ocon 	2.55 	29 	2
10 	RB 	Ricciardo 	2.60 	46 	0
11 	Aston Martin 	Alonso 	2.63 	25 	1
12 	Ferrari 	Sainz 	2.67 	13 	0
13 	Aston Martin 	Stroll 	2.67 	26 	0
14 	Williams 	Albon 	2.68 	11 	0
15 	RB 	Tsunoda 	2.72 	33 	0
16 	Williams 	Colapinto 	2.83 	29 	0
17 	RB 	Ricciardo 	2.85 	58 	0
18 	Haas 	Magnussen 	2.94 	28 	0
19 	Red Bull 	Verstappen 	3.05 	29 	0
20 	Haas 	Hulkenberg 	3.09 	29 	0
21 	Haas 	Magnussen 	3.36 	49 	0
22 	Sauber 	Bottas 	3.59 	33 	0
23 	Alpine 	Gasly 	4.92 	37 	0
