Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Red Bull 	Verstappen 	1.92 	17 	25
2 	Red Bull 	Perez 	2.00 	31 	18
3 	Alpine 	Ocon 	2.03 	13 	15
4 	Ferrari 	Leclerc 	2.05 	47 	12
5 	Mercedes 	Hamilton 	2.21 	43 	10
6 	Ferrari 	Sainz 	2.23 	15 	8
7 	Alpine 	Gasly 	2.24 	38 	6
8 	Alpine 	Ocon 	2.27 	37 	0
9 	McLaren 	Norris 	2.28 	23 	4
10 	Red Bull 	Perez 	2.28 	49 	0
11 	Mercedes 	Hamilton 	2.31 	16 	0
12 	Williams 	Albon 	2.45 	43 	2
13 	RB 	Tsunoda 	2.46 	27 	1
14 	RB 	Ricciardo 	2.53 	42 	0
15 	Ferrari 	Sainz 	2.54 	36 	0
16 	Aston Martin 	Stroll 	2.64 	17 	0
17 	Aston Martin 	Alonso 	2.65 	19 	0
18 	Red Bull 	Perez 	2.70 	13 	0
19 	RB 	Tsunoda 	2.74 	9 	0
20 	McLaren 	Piastri 	2.78 	21 	0
21 	RB 	Tsunoda 	2.78 	44 	0
22 	Red Bull 	Verstappen 	2.80 	44 	0
23 	Ferrari 	Leclerc 	2.82 	24 	0
24 	Sauber 	Zhou 	2.84 	9 	0
25 	RB 	Ricciardo 	2.86 	16 	0
26 	Haas 	Hulkenberg 	2.87 	38 	0
27 	Sauber 	Bottas 	3.02 	11 	0
28 	Mercedes 	Russell 	3.03 	36 	0
29 	Williams 	Sargeant 	3.04 	14 	0
30 	McLaren 	Piastri 	3.07 	46 	0
31 	Williams 	Sargeant 	3.08 	34 	0
32 	Aston Martin 	Alonso 	3.13 	45 	0
33 	Sauber 	Bottas 	3.16 	28 	0
34 	Haas 	Hulkenberg 	3.33 	12 	0
35 	McLaren 	Norris 	3.68 	47 	0
36 	Williams 	Albon 	3.74 	18 	0
37 	Haas 	Magnussen 	3.85 	10 	0
38 	Aston Martin 	Stroll 	3.92 	37 	0
39 	Sauber 	Zhou 	4.37 	41 	0
40 	Mercedes 	Russell 	5.37 	15 	0
41 	Alpine 	Gasly 	6.70 	14 	0
42 	Haas 	Magnussen 	9.02 	29 	0
