Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Alpine 	Ocon 	2.01 	31 	25
2 	McLaren 	Piastri 	2.08 	16 	18
3 	McLaren 	Norris 	2.28 	14 	15
4 	Mercedes 	Hamilton 	2.30 	37 	12
5 	Red Bull 	Verstappen 	2.33 	41 	10
6 	Red Bull 	Perez 	2.34 	35 	8
7 	Alpine 	Gasly 	2.35 	10 	6
8 	Mercedes 	Hamilton 	2.35 	15 	0
9 	Sauber 	Bottas 	2.39 	33 	4
10 	Ferrari 	Sainz 	2.44 	19 	2
11 	Alpine 	Gasly 	2.47 	30 	0
12 	Ferrari 	Leclerc 	2.53 	15 	1
13 	Aston Martin 	Alonso 	2.67 	35 	0
14 	Aston Martin 	Stroll 	2.80 	36 	0
15 	Red Bull 	Perez 	2.85 	23 	0
16 	Aston Martin 	Stroll 	3.03 	19 	0
17 	Aston Martin 	Alonso 	3.07 	12 	0
18 	Williams 	Albon 	3.18 	17 	0
19 	McLaren 	Piastri 	3.27 	38 	0
20 	McLaren 	Norris 	3.37 	32 	0
21 	Aston Martin 	Stroll 	3.38 	50 	0
22 	Haas 	Magnussen 	3.60 	14 	0
23 	Williams 	Colapinto 	3.60 	16 	0
24 	Mercedes 	Russell 	4.26 	33 	0
25 	Sauber 	Zhou 	5.09 	15 	0
26 	Red Bull 	Verstappen 	6.25 	22 	0
27 	RB 	Ricciardo 	8.49 	11 	0
28 	Mercedes 	Russell 	10.52 	11 	0
29 	Haas 	Hulkenberg 	14.16 	32 	0
30 	Haas 	Hulkenberg 	16.96 	5 	0
