Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Red Bull 	Verstappen 	1.99 	26 	25
2 	Red Bull 	Perez 	2.00 	19 	18
3 	Alpine 	Ocon 	2.18 	38 	15
4 	RB 	Tsunoda 	2.21 	38 	12
5 	Alpine 	Ocon 	2.23 	19 	0
6 	Alpine 	Ocon 	2.23 	21 	0
7 	Red Bull 	Verstappen 	2.26 	38 	0
8 	Ferrari 	Leclerc 	2.27 	19 	10
9 	Ferrari 	Sainz 	2.32 	50 	8
10 	Ferrari 	Leclerc 	2.33 	37 	0
11 	Red Bull 	Perez 	2.36 	47 	0
12 	McLaren 	Norris 	2.41 	27 	6
13 	Red Bull 	Perez 	2.43 	37 	0
14 	RB 	Ricciardo 	2.44 	26 	4
15 	RB 	Ricciardo 	2.48 	37 	0
16 	Aston Martin 	Alonso 	2.56 	38 	2
17 	Alpine 	Ocon 	2.56 	26 	0
18 	Ferrari 	Sainz 	2.58 	39 	0
19 	Aston Martin 	Stroll 	2.59 	39 	1
20 	Ferrari 	Leclerc 	2.61 	27 	0
21 	McLaren 	Piastri 	2.62 	38 	0
22 	Sauber 	Zhou 	2.64 	26 	0
23 	Williams 	Albon 	2.65 	38 	0
24 	Williams 	Sargeant 	2.73 	38 	0
25 	Aston Martin 	Stroll 	2.73 	26 	0
26 	Aston Martin 	Alonso 	2.82 	27 	0
27 	Ferrari 	Sainz 	2.95 	26 	0
28 	Sauber 	Zhou 	2.97 	12 	0
29 	Mercedes 	Hamilton 	2.99 	38 	0
30 	Mercedes 	Hamilton 	3.14 	27 	0
31 	Haas 	Magnussen 	3.15 	37 	0
32 	Mercedes 	Russell 	3.39 	27 	0
33 	Haas 	Magnussen 	3.46 	27 	0
34 	Haas 	Hulkenberg 	3.52 	26 	0
35 	McLaren 	Piastri 	3.57 	28 	0
36 	Haas 	Hulkenberg 	3.71 	39 	0
37 	Williams 	Sargeant 	3.73 	27 	0
38 	McLaren 	Norris 	3.77 	39 	0
39 	RB 	Tsunoda 	3.80 	27 	0
40 	Sauber 	Zhou 	3.82 	19 	0
41 	Sauber 	Bottas 	4.23 	26 	0
42 	Sauber 	Bottas 	4.78 	37 	0
43 	Red Bull 	Perez 	5.90 	28 	0
44 	Sauber 	Zhou 	7.27 	37 	0
45 	Williams 	Albon 	8.51 	27 	0
