Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Ferrari 	Leclerc 	2.21 	31 	25
2 	Mercedes 	Russell 	2.24 	25 	18
3 	Ferrari 	Leclerc 	2.29 	25 	0
4 	Ferrari 	Sainz 	2.34 	43 	15
5 	Mercedes 	Hamilton 	2.47 	25 	12
6 	Aston Martin 	Alonso 	2.49 	44 	10
7 	McLaren 	Norris 	2.53 	26 	8
8 	Red Bull 	Verstappen 	2.56 	45 	6
9 	RB 	Ricciardo 	2.59 	43 	4
10 	Alpine 	Ocon 	2.61 	44 	2
11 	Red Bull 	Verstappen 	2.67 	25 	0
12 	McLaren 	Piastri 	2.68 	25 	1
13 	Alpine 	Gasly 	2.75 	40 	0
14 	McLaren 	Piastri 	2.77 	44 	0
15 	Red Bull 	Perez 	2.83 	43 	0
16 	Mercedes 	Hamilton 	2.84 	43 	0
17 	Aston Martin 	Stroll 	2.87 	25 	0
18 	Haas 	Hulkenberg 	2.88 	12 	0
19 	Williams 	Albon 	2.90 	44 	0
20 	Ferrari 	Sainz 	3.03 	25 	0
21 	Aston Martin 	Stroll 	3.10 	44 	0
22 	Haas 	Hulkenberg 	3.14 	25 	0
23 	Haas 	Hulkenberg 	3.16 	44 	0
24 	McLaren 	Norris 	3.22 	47 	0
25 	Sauber 	Bottas 	3.23 	42 	0
26 	Williams 	Albon 	3.38 	25 	0
27 	Haas 	Magnussen 	3.40 	41 	0
28 	Sauber 	Zhou 	3.43 	24 	0
29 	Mercedes 	Hamilton 	3.76 	54 	0
30 	Alpine 	Gasly 	3.80 	25 	0
31 	Mercedes 	Russell 	3.98 	45 	0
32 	RB 	Tsunoda 	4.00 	44 	0
33 	Aston Martin 	Alonso 	4.36 	25 	0
34 	Haas 	Magnussen 	4.53 	25 	0
35 	Haas 	Magnussen 	4.98 	54 	0
36 	Sauber 	Zhou 	6.51 	52 	0
37 	Mercedes 	Russell 	6.53 	54 	0
38 	Haas 	Magnussen 	8.67 	7 	0
39 	RB 	Ricciardo 	9.37 	26 	0
40 	Red Bull 	Perez 	12.31 	25 	0
41 	Ferrari 	Leclerc 	24.19 	28 	0
42 	Sauber 	Zhou 	42.26 	44 	0
