Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	McLaren 	Piastri 	2.05 	11 	25
2 	Red Bull 	Perez 	2.13 	42 	18
3 	RB 	Ricciardo 	2.16 	21 	15
4 	Red Bull 	Perez 	2.21 	21 	0
5 	Red Bull 	Perez 	2.23 	11 	0
6 	RB 	Tsunoda 	2.25 	15 	12
7 	McLaren 	Norris 	2.28 	15 	10
8 	Mercedes 	Russell 	2.33 	10 	8
9 	Sauber 	Bottas 	2.39 	35 	6
10 	Mercedes 	Hamilton 	2.41 	26 	4
11 	RB 	Ricciardo 	2.41 	8 	0
12 	McLaren 	Norris 	2.41 	29 	0
13 	Red Bull 	Verstappen 	2.43 	28 	2
14 	Sauber 	Bottas 	2.43 	11 	0
15 	Ferrari 	Leclerc 	2.46 	12 	1
16 	Alpine 	Gasly 	2.52 	28 	0
17 	Alpine 	Ocon 	2.58 	12 	0
18 	Ferrari 	Sainz 	2.60 	28 	0
19 	Ferrari 	Sainz 	2.61 	20 	0
20 	Alpine 	Gasly 	2.65 	9 	0
21 	Mercedes 	Hamilton 	2.65 	11 	0
22 	Aston Martin 	Stroll 	2.71 	12 	0
23 	Red Bull 	Verstappen 	2.78 	10 	0
24 	Williams 	Albon 	2.78 	23 	0
25 	Alpine 	Ocon 	2.88 	30 	0
26 	Aston Martin 	Alonso 	2.90 	13 	0
27 	Haas 	Hulkenberg 	3.05 	20 	0
28 	Haas 	Magnussen 	3.10 	17 	0
29 	Haas 	Hulkenberg 	3.12 	7 	0
30 	Ferrari 	Leclerc 	3.16 	25 	0
31 	Williams 	Albon 	3.17 	8 	0
32 	Williams 	Sargeant 	3.32 	24 	0
33 	Williams 	Sargeant 	3.40 	8 	0
34 	McLaren 	Piastri 	4.43 	30 	0
