Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Sauber 	Zhou 	2.52 	27 	25
2 	Ferrari 	Leclerc 	2.62 	24 	18
3 	Aston Martin 	Alonso 	2.63 	27 	15
4 	RB 	Tsunoda 	2.72 	28 	12
5 	Mercedes 	Hamilton 	2.78 	27 	10
6 	McLaren 	Norris 	2.78 	28 	8
7 	McLaren 	Piastri 	2.79 	27 	6
8 	Williams 	Colapinto 	2.86 	30 	4
9 	Haas 	Hulkenberg 	2.95 	25 	2
10 	Mercedes 	Russell 	2.95 	28 	1
11 	Williams 	Colapinto 	3.03 	26 	0
12 	Ferrari 	Sainz 	3.17 	27 	0
13 	Sauber 	Zhou 	3.78 	28 	0
14 	Red Bull 	Perez 	3.96 	27 	0
15 	RB 	Lawson 	5.40 	28 	0
16 	Haas 	Hulkenberg 	6.19 	29 	0
17 	Haas 	Bearman 	15.74 	27 	0
18 	Haas 	Hulkenberg 	36.66 	27 	0
