Pos. 	Team 	Driver 	Time (sec) 	Lap 	Points
1 	Sauber 	Bottas 	2.32 	11 	25
2 	McLaren 	Piastri 	2.34 	15 	18
3 	Mercedes 	Russell 	2.39 	12 	15
4 	Sauber 	Zhou 	2.44 	34 	12
5 	Williams 	Albon 	2.53 	31 	10
6 	Ferrari 	Leclerc 	2.54 	16 	8
7 	McLaren 	Norris 	2.54 	37 	6
8 	Aston Martin 	Alonso 	2.56 	11 	4
9 	RB 	Tsunoda 	2.56 	12 	2
10 	Red Bull 	Perez 	2.57 	13 	1
11 	Aston Martin 	Stroll 	2.61 	22 	0
12 	Alpine 	Gasly 	2.65 	50 	0
13 	Alpine 	Ocon 	2.67 	49 	0
14 	Williams 	Colapinto 	2.78 	10 	0
15 	Aston Martin 	Stroll 	2.79 	1 	0
16 	Red Bull 	Verstappen 	2.94 	49 	0
17 	Haas 	Bearman 	3.01 	14 	0
18 	Red Bull 	Verstappen 	3.12 	12 	0
19 	Haas 	Hulkenberg 	3.39 	15 	0
20 	Mercedes 	Hamilton 	3.57 	12 	0
21 	Ferrari 	Sainz 	3.75 	17 	0
22 	RB 	Ricciardo 	3.91 	49 	0
